"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Vieira F.C.","Vieira, Francisco Cleiton (57209332459)","57209332459","Trans Studies and Global Politics in Feminist Perspective: An Interview with Susan Stryker; [Estudos trans e políticas globais em perspectiva feminista: uma entrevista com Susan Stryker]; [Estudios trans y política global en una perspectiva feminista: una entrevista con Susan Stryker]","2023","Revista Estudos Feministas","31","3","e90958","","","","0","10.1590/1806-9584-2023v31n390958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176409579&doi=10.1590%2f1806-9584-2023v31n390958&partnerID=40&md5=5fdc55f32b66716e4692b5e07253ed23","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85176409579"
"Da Silva Duarte F.H.; De Oliveira Silva S.; Dos Santos Oliveira E.; Da Silva B.V.S.; De Melo E.B.B.; Cabral M.A.L.; Dantas R.A.N.; Dantas D.V.","Da Silva Duarte, Fernando Hiago (57832789300); De Oliveira Silva, Silmara (57938427200); Dos Santos Oliveira, Eloysa (58967430400); Da Silva, Bruna Vilar Soares (57292156500); De Melo, Evelin Beatriz Bezerra (57452562300); Cabral, Maria Amélia Lopes (58545847100); Dantas, Rodrigo Assis Neves (55368852500); Dantas, Daniele Vieira (55368301200)","57832789300; 57938427200; 58967430400; 57292156500; 57452562300; 58545847100; 55368852500; 55368301200","Health educational strategies for people living with HIV: scoping review; [Estrategias educativas en salud para personas que viven con el VIH: revisión de alcance]; [Estratégias educativas em saúde para pessoas vivendo com HIV: revisão de escopo]","2024","Africa Journal of Nursing and Midwifery","37","","eAPE02572","","","","0","10.37689/acta-ape/2024AR0025722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189346450&doi=10.37689%2facta-ape%2f2024AR0025722&partnerID=40&md5=cc81912339339c80a4882c0e33d6600e","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189346450"
"Santos Carer A.M.; Bezerra Da Costa M.S.; Maia Monteiro V.C.; Da Costa Belarmino A.; De Oliveira Cavalcante K.; Ferreira Junior A.R.","Santos Carer, Amanda Michely (57226312371); Bezerra Da Costa, Maria Suziane (57226309940); Maia Monteiro, Vinícius Costa (57226316443); Da Costa Belarmino, Adriano (57215301166); De Oliveira Cavalcante, Keylane (57226319115); Ferreira Junior, Antonio Rodrigues (53984154100)","57226312371; 57226309940; 57226316443; 57215301166; 57226319115; 53984154100","Puerperae’s experience concerning obstetric violence in the phenomenological perspective; [Experiencias de puérperas sobre violencia obstétrica en la perspectiva fenomenológica]","2021","Revista Cubana de Enfermeria","37","1","e3549","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111097062&partnerID=40&md5=70a9c9608077a3f6714f5d0b26b60495","Article","Final","","Scopus","2-s2.0-85111097062"
"Medeiros R.C.D.S.C.D.; Silva R.G.D.; Medeiros R.M.V.; Goes C.J.D.D.; Medeiros J.A.D.; Santos I.K.D.; Wilde P.; Barela J.A.; Cabral B.G.D.A.T.; Dantas P.M.S.","Medeiros, Rafaela Catherine da Silva Cunha de (57205472082); Silva, Racquel Guimarães da (57287544800); Medeiros, Radames Maciel Vitor (55973816900); Goes, Carlos Jean Damasceno de (57287197100); Medeiros, Jason Azevedo de (55985791600); Santos, Isis Kelly dos (57193080190); Wilde, Phelipe (57285345400); Barela, José Angelo (6602459997); Cabral, Breno Guilherme de Araújo Tinoco (57191407857); Dantas, Paulo Moreira Silva (35195385400)","57205472082; 57287544800; 55973816900; 57287197100; 55985791600; 57193080190; 57285345400; 6602459997; 57191407857; 35195385400","Performance of postural balance in children and adolescents living with and without HIV","2022","Gait and Posture","91","","","42","47","5","1","10.1016/j.gaitpost.2021.09.204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116521680&doi=10.1016%2fj.gaitpost.2021.09.204&partnerID=40&md5=d538cf63705b8487c8c01591d1bf74d9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85116521680"
"Böschemeier A.G.E.; Cabanillas N.; Erickson S.S.F.; Barbosa V.D.; Do Nascimento F.F.; Da Costa M.T.; Freire F.C.","Böschemeier, Ana Gretel Echazú (57202042771); Cabanillas, Natalia (56357964700); Erickson, Sandra S.F. (56073120100); Barbosa, Victória Dias (57222372022); Do Nascimento, Fernanda Ferreira (57222372849); Da Costa, Mikaelle Thaisa (57222370817); Freire, Fídias Cavalcanti (57222375296)","57202042771; 56357964700; 56073120100; 57222372022; 57222372849; 57222370817; 57222375296","Translating zora neale hurston into the anthropological canon: An intersectional feminist approach to a community outreach project; [A tradução de Zora Neale Hurston para o cânone antropológico: Práticas de extensão desde uma perspectiva feminista e interseccional1]","2020","Mutatis Mutandis","13","2","","228","254","26","0","10.17533/UDEA.MUT.V13N2A02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102529523&doi=10.17533%2fUDEA.MUT.V13N2A02&partnerID=40&md5=2b48d16b4eb4c6b7176c2b1c09b788fa","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85102529523"
"Marcondes M.M.; de Araújo M.A.D.; de Souza W.J.; Do Nascimento C.C.C.","Marcondes, Mariana Mazzini (57218892643); de Araújo, Maria Arlete Duarte (33567645600); de Souza, Washington José (55611504900); Do Nascimento, Clara Carolina Cândido (57806872700)","57218892643; 33567645600; 55611504900; 57806872700","Gender mainstreaming in public policies in Rio Grande do Norte (2003-2021); [Transversalidade de gênero em políticas públicas no Rio Grande do Norte (2003-2021)]; [Transversalidad de género en las políticas públicas de Rio Grande do Norte (2003-2021)]","2022","Revista de Administracao Publica","56","3","","373","392","19","0","10.1590/0034-761220220018x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134344590&doi=10.1590%2f0034-761220220018x&partnerID=40&md5=94f8270caeec8554d36b138159c4c6ab","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134344590"
"Teixeira C.D.; Gomes S.M.; Medeiros Jacob M.C.","Teixeira, Carla Djaine (57357638900); Gomes, Sávio Marcelino (57205508449); Medeiros Jacob, Michelle Cristine (57200676874)","57357638900; 57205508449; 57200676874","Beyond gender: Exploring sexual orientation, race and motivations among Brazilian flexitarians","2024","Appetite","199","","107396","","","","0","10.1016/j.appet.2024.107396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192511469&doi=10.1016%2fj.appet.2024.107396&partnerID=40&md5=6f2329caeea0bf79e50799ede499bff7","Article","Final","","Scopus","2-s2.0-85192511469"
"de Morais Freitas C.H.S.; Forte F.D.S.; Roncalli A.G.; Calvão M.H.R.; Coelho A.A.; Dias S.M.F.","de Morais Freitas, Cláudia Helena Soares (7005635057); Forte, Franklin Delano Soares (7004015168); Roncalli, Angelo Giuseppe (14009515100); Calvão, Maria Helena Rodrigues (57446839500); Coelho, Ardigleusa Alves (35887825100); Dias, Sonia Maria Ferreira (8869411500)","7005635057; 7004015168; 14009515100; 57446839500; 35887825100; 8869411500","Factors associated with prenatal care and HIV and syphilis testing during pregnancy in primary health care","2019","Revista de Saude Publica","53","","76","","","","6","10.11606/s1518-8787.2019053001205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072600258&doi=10.11606%2fs1518-8787.2019053001205&partnerID=40&md5=149e50c86511a7225e3fdec2e377e7eb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85072600258"
"Lopes K.S.C.; Myrrha L.J.D.; Queiroz S.N.D.","Lopes, Kaline Stephania Costa (57221221962); Myrrha, Luana Junqueira Dias (56502266700); Queiroz, Silvana Nunes de (57221232870)","57221221962; 56502266700; 57221232870","Gender differentials in water access in the urban area of Seridó Potiguar – RN; [Diferenciais de gênero ao acesso à água na zona urbana do Seridó Potiguar – RN]","2020","Desenvolvimento e Meio Ambiente","55","","","75","98","23","0","10.5380/dma.v55i0.73353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098544147&doi=10.5380%2fdma.v55i0.73353&partnerID=40&md5=e22b1054c6c736780e03a38778da78fa","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098544147"
"Nüssle F.S.; Coelho-Lima F.","Nüssle, Flora Santos (56938956300); Coelho-Lima, Fellipe (55757671900)","56938956300; 55757671900","How did female teachers in private schools experience their work during the pandemic?; [Como as professoras em escolas privadas vivenciaram o trabalho durante a pandemia?]","2023","Interacao em Psicologia","27","2","","168","177","9","0","10.5380/riep.v27i2.86285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180581757&doi=10.5380%2friep.v27i2.86285&partnerID=40&md5=bb9c5a20f098dced7cacb62e19c6030c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180581757"
"Vechi H.T.; Bay M.B.; de Freitas C.H.S.; de Sant'anna J.G.F.C.; Brites C.; de Lima K.C.","Vechi, Hareton Teixeira (57204741020); Bay, Monica Baumgardt (57207532887); de Freitas, Cláudio Henrique Silva (58961531600); de Sant'anna, Júlia Gomes Fernandes Costa (58961531700); Brites, Carlos (7004097491); de Lima, Kenio Costa (57221973834)","57204741020; 57207532887; 58961531600; 58961531700; 7004097491; 57221973834","Factors associated with hepatitis A susceptibility among men who have sex with men using HIV pre-exposure prophylaxis in Northeastern Brazil: A cross-sectional study","2024","PLoS ONE","19","3 March","e0301397","","","","0","10.1371/journal.pone.0301397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188987374&doi=10.1371%2fjournal.pone.0301397&partnerID=40&md5=aed710e30b00ed6c46dabc051d050fec","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188987374"
"Câmara S.M.A.; Hochberg M.C.; Miller R.; Ryan A.S.; Orwig D.; Gruber-Baldini A.L.; Guralnik J.; Magder L.S.; Feng Z.; Falvey J.R.; Beamer B.A.; Magaziner J.","Câmara, Saionara M. A. (57818287500); Hochberg, Marc C. (7202565737); Miller, Ram (8242689500); Ryan, Alice S. (7401432358); Orwig, Denise (7003826189); Gruber-Baldini, Ann L. (6701431272); Guralnik, Jack (36048591800); Magder, Laurence S. (7003627816); Feng, Zhaoyong (58589676000); Falvey, Jason R. (56816798300); Beamer, Brock A. (6603913076); Magaziner, Jay (7006026522)","57818287500; 7202565737; 8242689500; 7401432358; 7003826189; 6701431272; 36048591800; 7003627816; 58589676000; 56816798300; 6603913076; 7006026522","Sustained IL-6 and sTNF-αR1 levels after hip fracture predict 5-year mortality: A prospective cohort study from the Baltimore Hip Studies","2024","Journal of the American Geriatrics Society","","","","","","","0","10.1111/jgs.19018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195909849&doi=10.1111%2fjgs.19018&partnerID=40&md5=1f3c7b7fdb0c4e077e04f27d8998df37","Article","Article in press","","Scopus","2-s2.0-85195909849"
"Dimenstein M.; Simoni A.C.R.; Macedo J.P.; Liberato M.T.C.; de Macêdo Silva B.Í.D.B.; Do Carno Prado C.L.; Leão M.V.A.S.","Dimenstein, Magda (14066946600); Simoni, Ana Carolina Rios (57220952774); Macedo, João Paulo (54881208400); Liberato, Mariana Tavares Cavalcanti (54972488100); de Macêdo Silva, Brisana Índio Do Brasil (57215412582); Do Carno Prado, Caio Lucas (57720537400); Leão, Mateus Villaroel Alcantara Saraiva (57224360299)","14066946600; 57220952774; 54881208400; 54972488100; 57215412582; 57720537400; 57224360299","Mental health status in traditional communities: Social markers under analysis; [L’état de santé mentale dans les communautés traditionelles: les marqueurs sociaux à l’étude]; [Situação de saúde mental de comunidades tradicionais: marcadores sociais em análise]; [Situación de la salud mental en comunidades tradicionales: marcadores sociales en análisis]","2022","Revista Latinoamericana de Psicopatologia Fundamental","25","1","","162","186","24","0","10.1590/1415-4714.2022v25n1p162.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131077628&doi=10.1590%2f1415-4714.2022v25n1p162.9&partnerID=40&md5=efb8180867d29e6cf6cd1cd7005acbcb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85131077628"
"Gomes R.; Severo A.K.; de Medeiros K.K.S.F.; Bezerra L.C.P.; Pinheiro E.M.N.","Gomes, Rafaela (57697572100); Severo, Ana Kalliny (36135968300); de Medeiros, Kyra Kadma Silva Fernandes (57698481600); Bezerra, Luiza Celeste Palhares (57698481700); Pinheiro, Eslia Maria Nunes (57697885000)","57697572100; 36135968300; 57698481600; 57698481700; 57697885000","Domestic Violence and Ethical-Political Support: Informal Care Networks of Users of the Psychosocial Care Center and the Social Care Referral Center in the Brazilian Context; [Violência doméstica e sofrimento ético-político: redes de cuidados informais de usuárias do centro de atenção psicossocial e do centro de referência em assistência social no contexto brasileiro]; [Violencia intrafamiliar y apoyo ético-político: redes de atención informal de usuarios del centro de atención psicosocial y del centro de referencia de atención social en el contexto brasileño]","2021","Avances en Psicologia Latinoamericana","39","3","","","","","0","10.12804/revistas.urosario.edu.co/apl/a.10358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130293356&doi=10.12804%2frevistas.urosario.edu.co%2fapl%2fa.10358&partnerID=40&md5=13015ba9ced968d4460147766dacd6ef","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130293356"
"Da Costa C.K.L.; Spyrides M.H.C.; De Sousa M.B.C.","Da Costa, Christiane Kelen Lucena (57205182050); Spyrides, Maria Helena Constantino (12770094900); De Sousa, Maria Bernardete Cordeiro (7103201354)","57205182050; 12770094900; 7103201354","Consistency of three different questionnaires for evaluating sexual function in healthy young women","2018","BMC Women's Health","18","1","204","","","","9","10.1186/s12905-018-0693-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058923609&doi=10.1186%2fs12905-018-0693-y&partnerID=40&md5=7e71509edc25cdaa3906d900c4080b5a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85058923609"
"de Lucena L.A.; Dantas G.B.D.S.; Carneiro T.V.; Lacerda H.G.","de Lucena, Larissa Araújo (58080185000); Dantas, Gabriela Bezerra da Silva (58079714900); Carneiro, Taynara Vieira (58078451100); Lacerda, Hênio Godeiro (6602428563)","58080185000; 58079714900; 58078451100; 6602428563","Factors Associated with the Abandonment of Tuberculosis Treatment in Brazil: A Systematic Review","2023","Revista da Sociedade Brasileira de Medicina Tropical","56","","e0155-2022","","","","3","10.1590/0037-8682-0155-2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146867896&doi=10.1590%2f0037-8682-0155-2022&partnerID=40&md5=2df96c0a9c6b652c6e4e75af31eff552","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146867896"
"Marcondes M.M.; Farah M.F.S.; Aquino Alves M.","Marcondes, Mariana Mazzini (57218892643); Farah, Marta Ferreira Santos (36001146300); Aquino Alves, Mário (57939581900)","57218892643; 36001146300; 57939581900","Gender mainstreaming and frame analysis: A qualitative study of childcare policies in Argentina, Brazil, and Uruguay during Latin America's left turn","2024","Gender, Work and Organization","31","4","","1312","1335","23","1","10.1111/gwao.12917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140458243&doi=10.1111%2fgwao.12917&partnerID=40&md5=57ddd8993d72606291c450d03ff3b025","Article","Final","","Scopus","2-s2.0-85140458243"
"Curcio C.-L.; Wu Y.Y.; Vafaei A.; De Souza Barbosa J.F.; Guerra R.; Guralnik J.; Gomez F.","Curcio, Carmen-Lucia (25031339400); Wu, Yan Yan (56802904600); Vafaei, Afshin (36440385500); De Souza Barbosa, Juliana Fernandez (57214877936); Guerra, Ricardo (57202408396); Guralnik, Jack (36048591800); Gomez, Fernando (19734073700)","25031339400; 56802904600; 36440385500; 57214877936; 57202408396; 36048591800; 19734073700","A regression tree for identifying risk factors for fear of falling: The International Mobility in Aging Study (IMIAS)","2020","Journals of Gerontology - Series A Biological Sciences and Medical Sciences","75","1","","181","188","7","23","10.1093/gerona/glz002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076447445&doi=10.1093%2fgerona%2fglz002&partnerID=40&md5=78438c59fabc171b35a554b2bbbbf192","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85076447445"
"Flor B.J.M.S.&Sá.; Souza R.V.O.D.; Gonçalves Y.; Silva J.P.D.; Lopes F.J.C.; Ribeiro M.D.C.M.; Venâncio L.; Sanches Neto L.","Flor, Breno José Mascarenhas Sá de (58859803400); Souza, Rener Victor Oliveira de (58860301600); Gonçalves, Yasmin (58860569000); Silva, Jorlany Pereira da (58859293700); Lopes, Francisco Junielison Correia (58860046400); Ribeiro, Manoela de Castro Marques (58439986400); Venâncio, Luciana (55960841300); Sanches Neto, Luiz (55960214000)","58859803400; 58860301600; 58860569000; 58859293700; 58860046400; 58439986400; 55960841300; 55960214000","Exploring critical incidents technique on social justice themes with Brazilian physical education teacher-researchers","2023","Frontiers in Education","8","","1231010","","","","0","10.3389/feduc.2023.1231010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183905109&doi=10.3389%2ffeduc.2023.1231010&partnerID=40&md5=66886da8c11af581ad287acc7e674960","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85183905109"
"De Oliveira D.N.; Da Silva B.C.O.; De Queiroz A.A.R.; De Albuquerque Nascimento R.C.; Barreto V.P.; Feijao A.R.","De Oliveira, Dayvison Nascimento (57482499800); Da Silva, Barbara Coeli Oliveira (57191862636); De Queiroz, Ana Angelica Rego (57196005276); De Albuquerque Nascimento, Rafaela Cavalcanti (57482665200); Barreto, Vanessa Pinheiro (57192926859); Feijao, Alexsandra Rodrigues (14069990000)","57482499800; 57191862636; 57196005276; 57482665200; 57192926859; 14069990000","Tuberculosis - HIV Coinfection: Spatial Analysis and Epidemiological Profile in Rio Grande do Norte","2021","Mundo da Saude","45","","","481","492","11","2","10.15343/0104-7809.202145481492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126057194&doi=10.15343%2f0104-7809.202145481492&partnerID=40&md5=467ff91f4722eb0982e2f0822c03ac8d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126057194"
"Amorim A.K.F.; Barbosa L.H.G.M.; Vione K.C.; Ferreira O.D.L.; Mariano T.E.; Silva F.L.","Amorim, Ana Karolyne Florencio (57225205481); Barbosa, Larisse Helena Gomes Macêdo (55015369100); Vione, Katia Correa (36988352900); Ferreira, Olívia Dayse Leite (57221245996); Mariano, Tailson Evangelista (57193994717); Silva, Francicléia Lopes (57223863453)","57225205481; 55015369100; 36988352900; 57221245996; 57193994717; 57223863453","Prejudices that Cross: The Relationship between Racism, Sexism and Values; [Preconceitos que se Cruzam: A Relação entre o Racismo, Sexismo e Valores]; [Preconceptos que se Cruzan: La Relación entre el Racismo, el Sexismo y los Valores]","2021","Psico-USF","26","2","","253","263","10","0","10.1590/1413-82712021260205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112848648&doi=10.1590%2f1413-82712021260205&partnerID=40&md5=d7f122747478f55f90c6ec58e039f85a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85112848648"
"Guimarães L.V.; Oltramari A.P.; Maca D.; Ferraz J.M.; Oliveira J.S.; Sarayed-Din L.F.L.","Guimarães, Ludmila de Vasconcelos (57316113700); Oltramari, Andrea Poleto (57189998685); Maca, Deidi (58550396300); Ferraz, Janaynna de Moura (58620112600); Oliveira, Josiane Silva de (55675447200); Sarayed-Din, Luiza Farnese Lana (57196413966)","57316113700; 57189998685; 58550396300; 58620112600; 55675447200; 57196413966","Exhausted Women: On Discomfort and Practice of Science in Contemporary Times; [Mulheres Exaustas: Sobre Incômodos e o Fazer Ciência na Contemporaneidade]","2023","Revista de Administracao Contemporanea","27","5 Special Issue","e230201","","","","0","10.1590/1982-7849rac2023230201.por","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172376009&doi=10.1590%2f1982-7849rac2023230201.por&partnerID=40&md5=2432d5ac7a218037422e441c4bc3a7bc","Editorial","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85172376009"
"Cunha G.G.; Do Socorro Dutra E.M.","Cunha, Gabriela Gibson (57207103407); Do Socorro Dutra, Elza Maria (36117681100)","57207103407; 36117681100","A phenomenological view for mothers of child victims of sexual abuse: A literature review; [Um olhar fenomenológico para mães de crianças vítimas de abuso sexual: Uma revisão de literatura]","2019","Revista da Abordagem Gestaltica","25","1","","103","110","7","0","10.18065/RAG.2019v25.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062237540&doi=10.18065%2fRAG.2019v25.10&partnerID=40&md5=989d3dd39c63537f411dd612d4c39cf4","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85062237540"
"Seabra I.L.; Pedroso A.O.; Rodrigues T.B.; Ferreira G.R.O.N.; da Silva Ferreira A.L.; Arcêncio R.A.; Gomes D.; da Silva R.A.R.; Botelho E.P.","Seabra, Iaron Leal (57468400300); Pedroso, Andrey Oeiras (57214914474); Rodrigues, Taymara Barbosa (57224082741); Ferreira, Glenda Roberta Oliveira Naiff (57220717245); da Silva Ferreira, Ana Lucia (57221418957); Arcêncio, Ricardo Alexandre (16201857400); Gomes, Dulce (26646516500); da Silva, Richardson Augusto Rosendo (57214510689); Botelho, Eliã Pinheiro (57211540618)","57468400300; 57214914474; 57224082741; 57220717245; 57221418957; 16201857400; 26646516500; 57214510689; 57211540618","Temporal trend and spatial analysis of the HIV epidemic in young men who have sex with men in the second largest Brazilian Amazonian province","2022","BMC Infectious Diseases","22","1","190","","","","2","10.1186/s12879-022-07177-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125300140&doi=10.1186%2fs12879-022-07177-w&partnerID=40&md5=30305bb83210a75ba57ad401325154cc","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85125300140"
"Freitas C.T.; Espírito-Santo H.M.V.; Campos-Silva J.V.; Peres C.A.; Lopes P.F.M.","Freitas, Carolina T. (57216994191); Espírito-Santo, Helder M.V. (6504127936); Campos-Silva, João Vitor (57208457270); Peres, Carlos A. (7005085103); Lopes, Priscila F.M. (56468837900)","57216994191; 6504127936; 57208457270; 7005085103; 56468837900","Resource co-management as a step towards gender equity in fisheries","2020","Ecological Economics","176","","106709","","","","21","10.1016/j.ecolecon.2020.106709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085655395&doi=10.1016%2fj.ecolecon.2020.106709&partnerID=40&md5=fca2a580249535a42e506227bbb83f53","Article","Final","","Scopus","2-s2.0-85085655395"
"Lopes P.V.L.","Lopes, Paulo Victor Leite (57209771965)","57209771965","Forms of government and complementarity between state administration and its administrated: Reflexions on a service for men who commit domestic violence; [Formas de governo e complementaridade entre a administração estatal e seus administrados: Reflexões a partir de um serviço para homens autores de violência doméstica]","2021","Revista de Antropologia","64","3","e189657","","","","1","10.11606/1678-9857.ra.2020.189657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118136569&doi=10.11606%2f1678-9857.ra.2020.189657&partnerID=40&md5=6b542d19192d32e44fe197a66fcdb2da","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118136569"
"Garcia R.M.; Magalhães A.O.; Silva A.C.G.D.; Borba G.I.; Borges J.T.S.","Garcia, Renata Monteiro (58484946700); Magalhães, Amanda Oliveira (58865902000); Silva, Aléxia Carolina Gonçalves da (58867240000); Borba, Giovanna Ignowsky (58866354800); Borges, Jeferson Trindade Silva (58484675700)","58484946700; 58865902000; 58867240000; 58866354800; 58484675700","Psychology, critical and feminist criminology: dialogues and convergences in the reality of imprisioned women in Brazil; [Psicologia, Criminologia Crítica e Feminista: diálogos e convergências na realidade das mulheres encarceradas no Brasil]; [Psicología, criminología crítica y feminista: diálogos y convergencias en la realidad de las mujeres encarceladas en Brasil]","2022","Estudos de Psicologia","27","3","","344","353","9","0","10.22491/1678-4669.20220032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184266215&doi=10.22491%2f1678-4669.20220032&partnerID=40&md5=fc6a20947b6b6fa892542c51fd8a78f9","Article","Final","","Scopus","2-s2.0-85184266215"
"Cordeiro J.K.R.; Nóbrega W.F.S.; DE OLIVEIRA M.E.C.; Gomes K.A.L.; DE OLIVEIRA T.A.; Oliveira Â.G.R.C.","Cordeiro, Jéssica Kelly Ramos (58124928100); Nóbrega, Waleska Fernanda Souto (58125213800); DE OLIVEIRA, Milena Edite Casé (57222537769); Gomes, Kedma Anne Lima (57222537320); DE OLIVEIRA, Tiago Almeida (57188718186); Oliveira, Ângelo Giuseppe Roncalli da Costa (55810698500)","58124928100; 58125213800; 57222537769; 57222537320; 57188718186; 55810698500","FACTOR ANALYSIS AND CRONBACH’S ALPHA FOR STUDYING THE KNOWLEDGE OF ADOLESCENTS ON HIV/AIDS: A CONSTRUCT VALIDATION STUDY","2023","Bioscience Journal","39","","e39042","","","","0","10.14393/BJ-v39n0a2023-62735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149232057&doi=10.14393%2fBJ-v39n0a2023-62735&partnerID=40&md5=97b229ae6b983c655c1652422348a146","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149232057"
"Lima C.E.S.; Ferreira E.C.D.S.; Sanches Neto L.; Venâncio L.","Lima, Cyntia Emanuele Souza (57218920033); Ferreira, Emmanuelle Cynthia da Silva (57218918787); Sanches Neto, Luiz (55960214000); Venâncio, Luciana (55960841300)","57218920033; 57218918787; 55960214000; 55960841300","Breaking Cultural “Taboos” About the Body and Gender: Brazilian Students’ Emancipation From a Thematic Perspective of School Physical Education","2020","Frontiers in Education","5","","155","","","","2","10.3389/feduc.2020.00155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090796536&doi=10.3389%2ffeduc.2020.00155&partnerID=40&md5=11798b165436736d24dc5049951d645d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85090796536"
"Marcondes M.M.; Farah M.F.S.","Marcondes, Mariana Mazzini (57218892643); Farah, Marta Ferreira Santos (36001146300)","57218892643; 36001146300","Mainstreaming Gender in Policy Narratives: Childcare Policies during Latin America's Left Turn","2022","Social Politics","29","4","","1497","1519","22","0","10.1093/sp/jxac015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160093236&doi=10.1093%2fsp%2fjxac015&partnerID=40&md5=cef37f456ffe606b7d6d7aa2762e7465","Article","Final","","Scopus","2-s2.0-85160093236"
"Pinheiro T.F.; Ayres J.R.D.C.M.; da Silva G.S.N.; Parker R.","Pinheiro, Thiago Félix (36163321500); Ayres, José Ricardo de Carvalho Mesquita (35555954300); da Silva, Geórgia Sibele Nogueira (36162746700); Parker, Richard (7402753391)","36163321500; 35555954300; 36162746700; 7402753391","HIV prevention among gay and other men who have sex with men: public policy and social movements in Brazil, 1983-2019","2022","Culture, Health and Sexuality","24","6","","782","796","14","0","10.1080/13691058.2021.1884292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105397628&doi=10.1080%2f13691058.2021.1884292&partnerID=40&md5=e8981feda279bbf52bb95bc7f7d21b44","Article","Final","","Scopus","2-s2.0-85105397628"
"Araujo L.O.; Santos L.M.-C.; Santos A.C.-B.; Carvalho L.R.; Rezende J.F.-D.","Araujo, Lorrane O. (58530828400); Santos, Luísa M.-C. (58531572600); Santos, Ana C.-B. (58531273700); Carvalho, Lais R. (57212871822); Rezende, Julio F.-D. (57208623848)","58530828400; 58531572600; 58531273700; 57212871822; 57208623848","Experience of Analog Astronauts in Brazil: The Habitat Marte case study","2022","Proceedings of the International Astronautical Congress, IAC","2022-September","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167593226&partnerID=40&md5=2d880dc04fde3c4fb6c4c297e1893ce6","Conference paper","Final","","Scopus","2-s2.0-85167593226"
